Fish,UqRep,Treatment,Family,TestingT,Date,Time,W,SL,Sex,StartT,CTM,Video,Stimdist,Stimdirect,StimdirectR,LatencyMS,Response,DuratMS,Dist,VeloMS,MaxVeloMS,EndDirect,EndDirectR
H3d2y,H:3d:2,3d,H,,11.04.17,,1.721,34.26,M,28.5,37,,,,,,,,,,,,
H3d3x,H:3d:3,3d,H,,10.04.17,,1.46,35,M,28.5,37.1,,,,,,,,,,,,
H3d3y,H:3d:3,3d,H,,10.04.17,,1.504,35,F,28.5,37.1,,,,,,,,,,,,
H7d1x,H:7d:1,7d,H,,11.04.17,,1.606,33.5,M,28.5,37,,,,,,,,,,,,
H7d1y,H:7d:1,7d,H,,11.04.17,,1.921,37.1,M,28.5,37.5,,,,,,,,,,,,
H7d2x,H:7d:2,7d,H,,10.04.17,,1.963,37.1,M,28.5,37.1,,,,,,,,,,,,
H7d2y,H:7d:2,7d,H,,10.04.17,,1.446,34.1,M,28.5,37.1,,,,,,,,,,,,
H7d3x,H:7d:3,7d,H,,10.04.17,,1.709,34.2,M,28.5,37.1,,,,,,,,,,,,
H7d3y,H:7d:3,7d,H,,10.04.17,,1.464,33.4,M,28.5,37.1,,,,,,,,,,,,
HC1x,H:C:1,C,H,,10.04.17,,1.952,35,F,28.5,37.1,,,,,,,,,,,,
HC1y,H:C:1,C,H,,10.04.17,,1.939,35.1,M,28.5,37.1,,,,,,,,,,,,
HC2x,H:C:2,C,H,,11.04.17,,1.402,32.68,M,28.5,37,,,,,,,,,,,,
HC2y,H:C:2,C,H,,11.04.17,,2.074,36.52,M,28.5,37,,,,,,,,,,,,
HC3x,H:C:3,C,H,,14.04.17,,1.314,33,M,28.5,37,,,,,,,,,,,,
HC3y,H:C:3,C,H,,14.04.17,,2.452,38.82,F,28.5,37.5,,,,,,,,,,,,
I30d1x,I:30d:1,30d,I,,26.04.17,,1.986,39,M,28.5,37,,,,,,,,,,,,
I30d1y,I:30d:1,30d,I,,26.04.17,,2.023,37.86,F,28.5,37,,,,,,,,,,,,
I30d2x,I:30d:2,30d,I,,27.04.17,,2.252,38,M,28.5,37,,,,,,,,,,,,
I30d2y,I:30d:2,30d,I,,27.04.17,,2.795,40,M,28.5,37,,,,,,,,,,,,
I30d3x,I:30d:3,30d,I,,25.04.17,,1.733,34,M,28.5,37,,,,,,,,,,,,
I30d3y,I:30d:3,30d,I,,25.04.17,,2.096,35.6,M,28.5,37,,,,,,,,,,,,
I3d1x,I:3d:1,3d,I,,25.04.17,,2.692,40.14,M,28.5,37,,,,,,,,,,,,
I3d1y,I:3d:1,3d,I,,25.04.17,,2.105,37,F,28.5,37,,,,,,,,,,,,
I3d2x,I:3d:2,3d,I,,26.04.17,,2.04,37,F,28.5,37,,,,,,,,,,,,
I3d2y,I:3d:2,3d,I,,26.04.17,,2.652,38.88,F,28.5,37,,,,,,,,,,,,
I3d3x,I:3d:3,3d,I,,26.04.17,,2.223,39,M,28.5,37,,,,,,,,,,,,
I3d3y,I:3d:3,3d,I,,26.04.17,,2.391,38.5,M,28.5,37,,,,,,,,,,,,
I7d1x,I:7d:1,7d,I,,25.04.17,,2.187,36.68,M,28.5,37,,,,,,,,,,,,
I7d1y,I:7d:1,7d,I,,25.04.17,,2.23,37.5,F,28.5,37,,,,,,,,,,,,
I7d2x,I:7d:2,7d,I,,26.04.17,,1.549,35.48,F,28.5,37,,,,,,,,,,,,
I7d2y,I:7d:2,7d,I,,26.04.17,,1.741,35.3,M,28.5,37,,,,,,,,,,,,
I7d3x,I:7d:3,7d,I,,27.04.17,,1.362,32.14,M,28.5,37,,,,,,,,,,,,
I7d3y,I:7d:3,7d,I,,27.04.17,,1.674,35,M,28.5,37,,,,,,,,,,,,
IC1x,I:C:1,C,I,,26.04.17,,1.389,32.96,F,28.5,37,,,,,,,,,,,,
IC1y,I:C:1,C,I,,26.04.17,,1.81,35.1,M,28.5,37,,,,,,,,,,,,
IC2x,I:C:2,C,I,,25.04.17,,1.951,36,F,28.5,37,,,,,,,,,,,,
IC2y,I:C:2,C,I,,25.04.17,,1.687,38.54,M,28.5,37,,,,,,,,,,,,
IC3x,I:C:3,C,I,,26.04.17,,2.021,36.4,F,28.5,37,,,,,,,,,,,,
IC3y,I:C:3,C,I,,26.04.17,,2.47,39.42,F,28.5,37,,,,,,,,,,,,
J30d1x,J:30d:1,30d,J,,26.05.17,,2.117,38.52,F,28.5,37,,,,,,,,,,,,
J30d1y,J:30d:1,30d,J,,26.05.17,,2.012,36,M,28.5,37,,,,,,,,,,,,
J30d2x,J:30d:2,30d,J,,26.05.17,,1.842,37.26,M,28.5,37,,,,,,,,,,,,
J30d2y,J:30d:2,30d,J,,26.05.17,,1.915,36.32,M,28.5,37,,,,,,,,,,,,
J30d3x,J:30d:3,30d,J,,27.05.17,,2.689,40,F,28.5,37,,,,,,,,,,,,
J30d3y,J:30d:3,30d,J,,27.05.17,,1.664,33.98,M,28.5,37,,,,,,,,,,,,
J3d1x,J:3d:1,3d,J,,26.05.17,,2.314,38.56,F,28.5,36.5,,,,,,,,,,,,
J3d1y,J:3d:1,3d,J,,26.05.17,,1.728,35.14,M,28.5,37,,,,,,,,,,,,
J3d2x,J:3d:2,3d,J,,27.05.17,,2.162,39.18,M,28.5,37,,,,,,,,,,,,
J3d2y,J:3d:2,3d,J,,27.05.17,,2.346,39.12,M,28.5,37,,,,,,,,,,,,
J3d3x,J:3d:3,3d,J,,28.05.17,,1.473,34,F,28.5,37,,,,,,,,,,,,
J3d3y,J:3d:3,3d,J,,28.05.17,,1.311,33.54,M,28.5,37,,,,,,,,,,,,
J7d1x,J:7d:1,7d,J,,26.05.17,,1.713,34,F,28.5,36.5,,,,,,,,,,,,
J7d1y,J:7d:1,7d,J,,26.05.17,,2.504,39.52,F,28.5,37,,,,,,,,,,,,
J7d2x,J:7d:2,7d,J,,27.05.17,,1.521,33.5,M,28.5,37,,,,,,,,,,,,
J7d2y,J:7d:2,7d,J,,27.05.17,,2.287,37.26,M,28.5,37,,,,,,,,,,,,
J7d3x,J:7d:3,7d,J,,27.05.17,,2.53,37.84,M,28.5,37,,,,,,,,,,,,
J7d3y,J:7d:3,7d,J,,27.05.17,,2.066,37.26,M,28.5,37,,,,,,,,,,,,
JC1x,J:C:1,C,J,,26.05.17,,2.012,36.58,F,28.5,37,,,,,,,,,,,,
JC1y,J:C:1,C,J,,26.05.17,,1.864,35.54,M,28.5,37,,,,,,,,,,,,
JC2x,J:C:2,C,J,,27.05.17,,1.904,36.58,F,28.5,37,,,,,,,,,,,,
JC2y,J:C:2,C,J,,27.05.17,,2.117,37.52,M,28.5,37,,,,,,,,,,,,
JC3x,J:C:3,C,J,,28.05.17,,2.464,40,F,28.5,37,,,,,,,,,,,,
JC3y,J:C:3,C,J,,28.05.17,,2.321,38,F,28.5,37,,,,,,,,,,,,
GH1x,G:H:1,H,G,,05.04.17,,1.792,35,F,30.5,37.1,,,,,,,,,,,,
GH1y,G:H:1,H,G,,05.04.17,,1.654,34,M,30.5,37.1,,,,,,,,,,,,
GH2x,G:H:2,H,G,,05.04.17,,2.404,38,F,30.5,37.5,,,,,,,,,,,,
GH2y,G:H:2,H,G,,05.04.17,,1.491,34,F,30.5,37,,,,,,,,,,,,
GH3x,G:H:3,H,G,,05.04.17,,2.018,36.3,M,30.5,37.5,,,,,,,,,,,,
GH3y,G:H:3,H,G,,05.04.17,,1.071,29,M,30.5,37,,,,,,,,,,,,
HH1x,H:H:1,H,H,,11.04.17,,1.307,31.7,M,30.5,37,,,,,,,,,,,,
HH1y,H:H:1,H,H,,11.04.17,,1.152,30.2,F,30.5,37.2,,,,,,,,,,,,
HH2x,H:H:2,H,H,,10.04.17,,0.994,28.36,F,30.5,37.1,,,,,,,,,,,,
HH2y,H:H:2,H,H,,10.04.17,,0.842,26.04,F,30.5,37.1,,,,,,,,,,,,
HH3x,H:H:3,H,H,,11.04.17,,1.07,30.2,M,30.5,37,,,,,,,,,,,,
HH3y,H:H:3,H,H,,11.04.17,,1.392,33.14,M,30.5,37.5,,,,,,,,,,,,
IH1x,I:H:1,H,I,,27.04.17,,2.175,37.28,M,30.5,37,,,,,,,,,,,,
IH1y,I:H:1,H,I,,27.04.17,,1.783,34.5,M,30.5,37,,,,,,,,,,,,
IH2x,I:H:2,H,I,,25.04.17,,1.595,33.3,M,30.5,37,,,,,,,,,,,,
IH2y,I:H:2,H,I,,25.04.17,,1.401,32,M,30.5,37,,,,,,,,,,,,
IH3x,I:H:3,H,I,,25.04.17,,1.783,34.84,F,30.5,37,,,,,,,,,,,,
IH3y,I:H:3,H,I,,25.04.17,,1.441,32.96,M,30.5,37,,,,,,,,,,,,
JH1x,J:H:1,H,J,,26.05.17,,1.691,34.8,F,30.5,37,,,,,,,,,,,,
JH1y,J:H:1,H,J,,26.05.17,,1.861,35.4,F,30.5,37,,,,,,,,,,,,
JH2x,J:H:2,H,J,,28.05.17,,2.043,38,F,30.5,37,,,,,,,,,,,,
JH2y,J:H:2,H,J,,28.05.17,,1.447,34.78,F,30.5,37,,,,,,,,,,,,
JH3x,J:H:3,H,J,,27.05.17,,2.022,36.28,F,30.5,37,,,,,,,,,,,,
JH3y,J:H:3,H,J,,27.05.17,,1.74,34.52,M,30.5,37,,,,,,,,,,,,
G30d12,G:30d:1,30d,G,,04.04.17,,1.521,35,M,,,,,,,,,,,,,,
G30d13,G:30d:1,30d,G,,05.04.17,,1.538,33.78,M,,,,,,,,,,,,,,
G30d1a,G:30d:1,30d,G,,01.04.17,,1.244,33,F,,,,,,,,,,,,,,
G30d1d,G:30d:1,30d,G,,06.04.17,,2.019,37.3,M,,,,,,,,,,,,,,
G30d24,G:30d:2,30d,G,,06.04.17,,1.595,34,F,,,,,,,,,,,,,,
G30d2c,G:30d:2,30d,G,,04.04.17,,2.308,37.06,F,,,,,,,,,,,,,,
G30d2d,G:30d:2,30d,G,,05.04.17,,1.883,35.2,F,,,,,,,,,,,,,,
G30d31,G:30d:3,30d,G,,31.03.17,,2.258,38.84,F,,,,,,,,,,,,,,
G30d32,G:30d:3,30d,G,,03.04.17,,1.608,33.4,M,,,,,,,,,,,,,,
G30d3a,G:30d:3,30d,G,,30.03.17,,1.661,36,F,,,,,,,,,,,,,,
G30d3b,G:30d:3,30d,G,,02.04.17,,1.651,35,M,,,,,,,,,,,,,,
G30d3c,G:30d:3,30d,G,,04.04.17,,1.99,36.66,F,,,,,,,,,,,,,,
G3d13,G:3d:1,3d,G,,03.04.17,,1.324,34.26,F,,,,,,,,,,,,,,
G3d1a,G:3d:1,3d,G,,31.03.17,,1.781,35.58,M,,,,,,,,,,,,,,
G3d1c,G:3d:1,3d,G,,06.04.17,,1.668,35.5,M,,,,,,,,,,,,,,
G3d1d,G:3d:1,3d,G,,06.04.17,,2.095,38,M,,,,,,,,,,,,,,
G3d22,G:3d:2,3d,G,,05.04.17,,1.443,33.14,F,,,,,,,,,,,,,,
G3d24,G:3d:2,3d,G,,06.04.17,,2.056,37.72,M,,,,,,,,,,,,,,
G3d2a,G:3d:2,3d,G,,31.03.17,,2.342,38.26,F,,,,,,,,,,,,,,
G3d2b,G:3d:2,3d,G,,02.04.17,,1.348,32,F,,,,,,,,,,,,,,
G3d2c,G:3d:2,3d,G,,03.04.17,,2.515,39.1,M,,,,,,,,,,,,,,
G3d32,G:3d:3,3d,G,,06.04.17,,1.609,32.86,F,,,,,,,,,,,,,,
G3d34,G:3d:3,3d,G,,06.04.17,,2.503,38.84,F,,,,,,,,,,,,,,
G3d3a,G:3d:3,3d,G,,01.04.17,,2.294,38.2,M,,,,,,,,,,,,,,
G7d12,G:7d:1,7d,G,,03.04.17,,1.506,38.52,M,,,,,,,,,,,,,,
G7d22,G:7d:2,7d,G,,01.04.17,,1.231,31.18,M,,,,,,,,,,,,,,
G7d2b,G:7d:2,7d,G,,02.04.17,,1.722,34.74,M,,,,,,,,,,,,,,
G7d31,G:7d:3,7d,G,,30.03.17,,1.813,36.46,F,,,,,,,,,,,,,,
G7d34,G:7d:3,7d,G,,06.04.17,,2.146,36.88,M,,,,,,,,,,,,,,
G7d3b,G:7d:3,7d,G,,01.04.17,,1.705,36.88,F,,,,,,,,,,,,,,
G7d3c,G:7d:3,7d,G,,06.04.17,,1.749,36.7,M,,,,,,,,,,,,,,
G7d3d,G:7d:3,7d,G,,06.04.17,,2.104,37.3,F,,,,,,,,,,,,,,
GC11,G:C:1,C,G,,02.04.17,,1.626,34.3,F,,,,,,,,,,,,,,
GC13,G:C:1,C,G,,06.04.17,,2.218,38,F,,,,,,,,,,,,,,
GC1d,G:C:1,C,G,,06.04.17,,2.677,40.4,M,,,,,,,,,,,,,,
GC21,G:C:2,C,G,,30.03.17,,2.119,38.8,M,,,,,,,,,,,,,,
GC24,G:C:2,C,G,,05.04.17,,3.046,43,F,,,,,,,,,,,,,,
GC2d,G:C:2,C,G,,06.04.17,,2.435,39,F,,,,,,,,,,,,,,
GC31,G:C:3,C,G,,31.03.17,,1.729,36.18,F,,,,,,,,,,,,,,
GC3a,G:C:3,C,G,,01.04.17,,2.69,39.6,F,,,,,,,,,,,,,,
GH11,G:H:1,H,G,,31.03.17,,1.564,33,M,,,,,,,,,,,,,,
GH12,G:H:1,H,G,,02.04.17,,1.451,33.64,F,,,,,,,,,,,,,,
GH13,G:H:1,H,G,,02.04.17,,1.301,29.56,F,,,,,,,,,,,,,,
GH1a,G:H:1,H,G,,31.03.17,,1.156,32.74,F,,,,,,,,,,,,,,
GH1d,G:H:1,H,G,,06.04.17,,1.168,31,M,,,,,,,,,,,,,,
GH2d,G:H:2,H,G,,06.04.17,,1.521,33.6,F,,,,,,,,,,,,,,
GH32,G:H:3,H,G,,04.04.17,,1.663,34.2,F,,,,,,,,,,,,,,
GH33,G:H:3,H,G,,06.04.17,,1.705,35.6,M,,,,,,,,,,,,,,
GH35,G:H:3,H,G,,06.04.17,,1.25,30.8,M,,,,,,,,,,,,,,
GH3b,G:H:3,H,G,,04.04.17,,2.387,36.62,M,,,,,,,,,,,,,,
H30d11,H:30d:1,30d,H,,10.04.17,,1.821,36.18,F,,,,,,,,,,,,,,
H30d13,H:30d:1,30d,H,,14.04.17,,1.979,37,M,,,,,,,,,,,,,,
H30d1a,H:30d:1,30d,H,,10.04.17,,1.664,35.1,F,,,,,,,,,,,,,,
H30d1b,H:30d:1,30d,H,,11.04.17,,1.955,37.3,F,,,,,,,,,,,,,,
H30d1c,H:30d:1,30d,H,,12.04.17,,1.558,33.3,M,,,,,,,,,,,,,,
H30d1d,H:30d:1,30d,H,,14.04.17,,1.964,37,M,,,,,,,,,,,,,,
H30d22,H:30d:2,30d,H,,11.04.17,,2.515,39.64,M,,,,,,,,,,,,,,
H30d2a,H:30d:2,30d,H,,10.04.17,,1.768,35.3,M,,,,,,,,,,,,,,
H30d2b,H:30d:2,30d,H,,10.04.17,,2.542,39.62,M,,,,,,,,,,,,,,
H30d2c,H:30d:2,30d,H,,11.04.17,,1.49,34.3,M,,,,,,,,,,,,,,
H30d2d,H:30d:2,30d,H,,11.04.17,,1.442,32.66,M,,,,,,,,,,,,,,
H30d31,H:30d:3,30d,H,,09.04.17,,1.313,31.3,M,,,,,,,,,,,,,,
H30d3d,H:30d:3,30d,H,,15.04.17,,2.032,37,M,,,,,,,,,,,,,,
H3d12,H:3d:1,3d,H,,10.04.17,,1.569,34.16,F,,,,,,,,,,,,,,
H3d1a,H:3d:1,3d,H,,14.04.17,,1.664,34.12,M,,,,,,,,,,,,,,
H3d1c,H:3d:1,3d,H,,15.04.17,,2.535,39.6,M,,,,,,,,,,,,,,
H3d22,H:3d:2,3d,H,,11.04.17,,2.659,40,M,,,,,,,,,,,,,,
H3d23,H:3d:2,3d,H,,15.04.17,,1.761,35,F,,,,,,,,,,,,,,
H3d2b,H:3d:2,3d,H,,15.04.17,,1.484,35.58,M,,,,,,,,,,,,,,
H3d31,H:3d:3,3d,H,,09.04.17,,2.002,35.32,M,,,,,,,,,,,,,,
H3d32,H:3d:3,3d,H,,14.04.17,,2.155,37.4,M,,,,,,,,,,,,,,
H3d33,H:3d:3,3d,H,,14.04.17,,1.553,31.78,M,,,,,,,,,,,,,,
H3d34,H:3d:3,3d,H,,14.04.17,,1.549,33,M,,,,,,,,,,,,,,
H3d3c,H:3d:3,3d,H,,14.04.17,,1.748,35.52,F,,,,,,,,,,,,,,
H7d13,H:7d:1,7d,H,,12.04.17,,1.83,35.4,M,,,,,,,,,,,,,,
H7d14,H:7d:1,7d,H,,14.04.17,,2.081,36.2,F,,,,,,,,,,,,,,
H7d1a,H:7d:1,7d,H,,09.04.17,,1.443,34.1,M,,,,,,,,,,,,,,
H7d1b,H:7d:1,7d,H,,10.04.17,,1.687,34.74,F,,,,,,,,,,,,,,
H7d1c,H:7d:1,7d,H,,10.04.17,,1.496,35,F,,,,,,,,,,,,,,
H7d1d,H:7d:1,7d,H,,15.04.17,,1.69,35.5,F,,,,,,,,,,,,,,
H7d21,H:7d:2,7d,H,,09.04.17,,1.89,36.18,M,,,,,,,,,,,,,,
H7d23,H:7d:2,7d,H,,14.04.17,,1.851,35.28,F,,,,,,,,,,,,,,
H7d2c,H:7d:2,7d,H,,11.04.17,,2.028,37.1,M,,,,,,,,,,,,,,
H7d32,H:7d:3,7d,H,,10.04.17,,1.495,34.14,F,,,,,,,,,,,,,,
H7d33,H:7d:3,7d,H,,13.04.17,,1.618,34.12,M,,,,,,,,,,,,,,
H7d3d,H:7d:3,7d,H,,15.04.17,,1.848,36.68,M,,,,,,,,,,,,,,
HC11,H:C:1,C,H,,10.04.17,,1.853,36,M,,,,,,,,,,,,,,
HC13,H:C:1,C,H,,14.04.17,,2.321,38.28,F,,,,,,,,,,,,,,
HC1a,H:C:1,C,H,,10.04.17,,1.846,34.68,M,,,,,,,,,,,,,,
HC21,H:C:2,C,H,,09.04.17,,1.208,32.58,M,,,,,,,,,,,,,,
HC23,H:C:2,C,H,,13.04.17,,1.531,34,M,,,,,,,,,,,,,,
HC2a,H:C:2,C,H,,09.04.17,,1.492,33.56,M,,,,,,,,,,,,,,
HC2b,H:C:2,C,H,,11.04.17,,1.825,35.7,F,,,,,,,,,,,,,,
HC2d,H:C:2,C,H,,14.04.17,,1.463,31.8,M,,,,,,,,,,,,,,
HC32,H:C:3,C,H,,11.04.17,,1.841,36.82,M,,,,,,,,,,,,,,
HC34,H:C:3,C,H,,14.04.17,,1.617,35.16,M,,,,,,,,,,,,,,
HC3c,H:C:3,C,H,,15.04.17,,1.822,36.44,M,,,,,,,,,,,,,,
HH11,H:H:1,H,H,,09.04.17,,1.365,32,F,,,,,,,,,,,,,,
HH12,H:H:1,H,H,,11.04.17,,1.256,32.9,M,,,,,,,,,,,,,,
HH14,H:H:1,H,H,,13.04.17,,1.287,31.96,M,,,,,,,,,,,,,,
HH1a,H:H:1,H,H,,09.04.17,,1.255,30.5,M,,,,,,,,,,,,,,
HH1b,H:H:1,H,H,,14.04.17,,1.406,31.4,F,,,,,,,,,,,,,,
HH1c,H:H:1,H,H,,15.04.17,,1.377,32.3,M,,,,,,,,,,,,,,
HH21,H:H:2,H,H,,09.04.17,,1.211,31.38,M,,,,,,,,,,,,,,
HH22,H:H:2,H,H,,10.04.17,,1.317,31.88,M,,,,,,,,,,,,,,
HH24,H:H:2,H,H,,14.04.17,,1.18,30,M,,,,,,,,,,,,,,
HH2b,H:H:2,H,H,,11.04.17,,0.939,28.62,M,,,,,,,,,,,,,,
HH2c,H:H:2,H,H,,13.04.17,,1.374,32.2,F,,,,,,,,,,,,,,
HH31,H:H:3,H,H,,10.04.17,,1.501,33.5,M,,,,,,,,,,,,,,
HH32,H:H:3,H,H,,13.04.17,,1.138,31.22,M,,,,,,,,,,,,,,
HH33,H:H:3,H,H,,15.04.17,,0.944,28.1,F,,,,,,,,,,,,,,
HH34,H:H:3,H,H,,15.04.17,,1.646,33.06,M,,,,,,,,,,,,,,
HH3b,H:H:3,H,H,,11.04.17,,1.164,31.12,M,,,,,,,,,,,,,,
HH3d,H:H:3,H,H,,14.04.17,,1.55,33.64,F,,,,,,,,,,,,,,
I30d31,I:30d:3,30d,I,,22.04.17,,2.317,40.28,F,,,,,,,,,,,,,,
I3d14,I:3d:1,3d,I,,25.04.17,,0.992,30,F,,,,,,,,,,,,,,
I7d21,I:7d:2,7d,I,,22.04.17,,1.581,34,M,,,,,,,,,,,,,,
I7d31,I:7d:3,7d,I,,23.04.17,,1.805,35.7,M,,,,,,,,,,,,,,
IC14,I:C:1,C,I,,26.04.17,,1.908,,F,,,,,,,,,,,,,,
IC1b,I:C:1,C,I,,23.04.17,,2.172,37.7,F,,,,,,,,,,,,,,
IH11,I:H:1,H,I,,22.04.17,,1.484,33.88,M,,,,,,,,,,,,,,
IH14,I:H:1,H,I,,26.04.17,,1.575,34.32,M,,,,,,,,,,,,,,
IH32,I:H:3,H,I,,25.04.17,,1.696,34.76,M,,,,,,,,,,,,,,
IH3d,I:H:3,H,I,,27.04.17,,2.64,39.6,M,,,,,,,,,,,,,,
I30d1e,J:30d:1,30d,J,,28.05.17,,1.932,36.28,F,,,,,,,,,,,,,,
J30d1a,J:30d:1,30d,J,,22.05.17,,2.689,39.8,F,,,,,,,,,,,,,,
J30d1b,J:30d:1,30d,J,,26.05.17,,2.781,40,F,,,,,,,,,,,,,,
J30d24,J:30d:2,30d,J,,26.05.17,,2.735,39.82,M,,,,,,,,,,,,,,
J30d2b,J:30d:2,30d,J,,24.05.17,,2.159,37,F,,,,,,,,,,,,,,
J30d2c,J:30d:2,30d,J,,26.05.17,,2.979,41.46,F,,,,,,,,,,,,,,
J30d33,J:30d:3,30d,J,,26.05.17,,1.94,34.48,F,,,,,,,,,,,,,,
J30d34,J:30d:3,30d,J,,27.05.17,,1.485,33.56,M,,,,,,,,,,,,,,
J30d3a,J:30d:3,30d,J,,23.05.17,,0.97,29.84,F,,,,,,,,,,,,,,
J3d12,J:3d:1,3d,J,,27.05.17,,2.268,38.16,M,,,,,,,,,,,,,,
J3d14,J:3d:1,3d,J,,28.05.17,,1.919,36,M,,,,,,,,,,,,,,
J3d15,J:3d:1,3d,J,,28.05.17,,2.531,40,F,,,,,,,,,,,,,,
J3d1b,J:3d:1,3d,J,,26.05.17,,1.724,35.58,F,,,,,,,,,,,,,,
J3d1c,J:3d:1,3d,J,,28.05.17,,2.221,38.14,F,,,,,,,,,,,,,,
J3d1d,J:3d:1,3d,J,,28.05.17,,2.486,38.3,F,,,,,,,,,,,,,,
J3d2a,J:3d:2,3d,J,,22.05.17,,1.789,34.88,M,,,,,,,,,,,,,,
J3d2b,J:3d:2,3d,J,,23.05.17,,1.691,34.6,F,,,,,,,,,,,,,,
J3d2d,J:3d:2,3d,J,,26.05.17,,2.947,40.84,F,,,,,,,,,,,,,,
J3d31,J:3d:3,3d,J,,22.05.17,,1.707,34.12,M,,,,,,,,,,,,,,
J3d33,J:3d:3,3d,J,,27.05.17,,2.419,39.3,F,,,,,,,,,,,,,,
J3d3a,J:3d:3,3d,J,,23.05.17,,2.006,35.3,M,,,,,,,,,,,,,,
J3d3b,J:3d:3,3d,J,,27.05.17,,2.122,37,M,,,,,,,,,,,,,,
J7d14,J:7d:1,7d,J,,27.05.17,,1.887,36.48,M,,,,,,,,,,,,,,
J7d1b,J:7d:1,7d,J,,26.05.17,,2.245,37.66,F,,,,,,,,,,,,,,
J7d1c,J:7d:1,7d,J,,28.05.17,,1.92,35.96,F,,,,,,,,,,,,,,
J7d1d,J:7d:1,7d,J,,28.05.17,,1.335,31,M,,,,,,,,,,,,,,
J7d21,J:7d:2,7d,J,,23.05.17,,2.224,36.74,M,,,,,,,,,,,,,,
J7d2a,J:7d:2,7d,J,,22.05.17,,1.34,31.78,F,,,,,,,,,,,,,,
J7d2b,J:7d:2,7d,J,,26.05.17,,2.247,37.36,M,,,,,,,,,,,,,,
J7d31,J:7d:3,7d,J,,22.05.17,,2.132,37.03,F,,,,,,,,,,,,,,
J7d32,J:7d:3,7d,J,,27.05.17,,2.218,38.38,F,,,,,,,,,,,,,,
J7d33,J:7d:3,7d,J,,28.05.17,,2.303,39.52,M,,,,,,,,,,,,,,
J7d34,J:7d:3,7d,J,,28.05.17,,2.301,36.7,F,,,,,,,,,,,,,,
J7d3a,J:7d:3,7d,J,,23.05.17,,2.248,37.56,F,,,,,,,,,,,,,,
J7d3c,J:7d:3,7d,J,,27.05.17,,2.163,38.72,M,,,,,,,,,,,,,,
J7d3d,J:7d:3,7d,J,,27.05.17,,2.101,37.16,F,,,,,,,,,,,,,,
JC12,J:C:1,C,J,,24.05.17,,1.712,33.82,F,,,,,,,,,,,,,,
JC1a,J:C:1,C,J,,22.05.17,,2.083,36.68,F,,,,,,,,,,,,,,
JC1d,J:C:1,C,J,,28.05.17,,2.891,41.22,M,,,,,,,,,,,,,,
JC24,J:C:2,C,J,,28.05.17,,1.929,36,M,,,,,,,,,,,,,,
JC2c,J:C:2,C,J,,28.05.17,,2.268,38.14,F,,,,,,,,,,,,,,
JC2d,J:C:2,C,J,,28.05.17,,1.927,36.88,M,,,,,,,,,,,,,,
JC32,J:C:3,C,J,,26.05.17,,1.784,34.96,M,,,,,,,,,,,,,,
JC33,J:C:3,C,J,,28.05.17,,2.056,37.52,M,,,,,,,,,,,,,,
JC34,J:C:3,C,J,,28.05.17,,1.982,35.9,F,,,,,,,,,,,,,,
JC3d,J:C:3,C,J,,28.05.17,,1.907,36,F,,,,,,,,,,,,,,
JH11,J:H:1,H,J,,22.05.17,,1.936,35.28,F,,,,,,,,,,,,,,
JH13,J:H:1,H,J,,27.05.17,,2.282,37,F,,,,,,,,,,,,,,
JH1a,J:H:1,H,J,,22.05.17,,1.449,31.74,F,,,,,,,,,,,,,,
JH23,J:H:2,H,J,,28.05.17,,2.096,36,M,,,,,,,,,,,,,,
JH24,J:H:2,H,J,,28.05.17,,2.381,38.34,F,,,,,,,,,,,,,,
JH2a,J:H:2,H,J,,26.05.17,,1.082,30,F,,,,,,,,,,,,,,
JH2d,J:H:2,H,J,,28.05.17,,2.286,38.4,F,,,,,,,,,,,,,,
JH32,J:H:3,H,J,,26.05.17,,2.28,36.9,F,,,,,,,,,,,,,,
JH33,J:H:3,H,J,,26.05.17,,2.283,38.16,F,,,,,,,,,,,,,,
JH3a,J:H:3,H,J,,22.05.17,,1.395,31.76,F,,,,,,,,,,,,,,
